iter	Passed	Remaining
1663	74349	37353
1664	74386	37304
1665	74427	37258
1666	74466	37210
1667	74509	37165
1668	74555	37121
1669	74620	37086
1670	74658	37039
1671	74701	36993
1672	74737	36944
1673	74775	36896
1674	74816	36850
1675	74855	36802
1676	74892	36754
1677	74932	36706
1678	74972	36660
1679	75015	36614
1680	75060	36570
1681	75102	36524
1682	75144	36478
1683	75181	36429
1684	75221	36383
1685	75262	36336
1686	75302	36289
1687	75343	36243
1688	75382	36196
1689	75423	36149
1690	75465	36103
1691	75506	36057
1692	75552	36013
1693	75594	35967
1694	75650	35928
1695	75704	35888
1696	75745	35841
1697	75781	35792
1698	75818	35745
1699	75859	35698
1700	75900	35652
1701	75938	35604
1702	75979	35558
1703	76019	35511
1704	76060	35464
1705	76099	35418
1706	76153	35377
1707	76195	35331
1708	76238	35286
1709	76284	35242
1710	76322	35195
1711	76361	35147
1712	76404	35102
1713	76444	35055
1714	76484	35008
1715	76526	34962
1716	76569	34917
1717	76609	34871
1718	76653	34826
1719	76718	34790
1720	76760	34745
1721	76802	34699
1722	76839	34651
1723	76879	34604
1724	76920	34558
1725	76961	34512
1726	76999	34464
1727	77037	34417
1728	77079	34371
1729	77118	34324
1730	77162	34279
1731	77204	34233
1732	77260	34194
1733	77302	34148
1734	77343	34102
1735	77380	34054
1736	77419	34007
1737	77459	33960
1738	77501	33915
1739	77541	33868
1740	77587	33824
1741	77628	33778
1742	77676	33735
1743	77718	33689
1744	77777	33651
1745	77821	33606
1746	77864	33561
1747	77903	33514
1748	77942	33467
1749	77979	33419
1750	78017	33372
1751	78057	33325
1752	78102	33281
1753	78142	33235
1754	78184	33189
1755	78228	33144
1756	78272	33099
1757	78312	33053
1758	78352	33007
1759	78390	32959
1760	78432	32913
1761	78472	32867
1762	78516	32822
1763	78562	32779
1764	78603	32732
1765	78642	32686
1766	78684	32640
1767	78727	32595
1768	78763	32547
1769	78902	32541
1770	78945	32496
1771	78986	32450
1772	79025	32403
1773	79062	32355
1774	79103	32309
1775	79145	32264
1776	79185	32217
1777	79223	32170
1778	79263	32124
1779	79299	32076
1780	79340	32030
1781	79383	31985
1782	79423	31938
1783	79465	31893
1784	79506	31846
1785	79550	31802
1786	79592	31756
1787	79631	31709
1788	79673	31664
1789	79715	31618
1790	79754	31572
1791	79794	31525
1792	79835	31480
1793	79875	31433
1794	79949	31400
1795	79995	31356
1796	80037	31311
1797	80076	31264
1798	80116	31218
1799	80154	31171
1800	80193	31124
1801	80237	31079
1802	80276	31033
1803	80316	30986
1804	80357	30940
1805	80399	30895
1806	80447	30852
1807	80488	30806
1808	80525	30759
1809	80573	30715
1810	80611	30668
1811	80652	30622
1812	80692	30576
1813	80731	30530
1814	80772	30484
1815	80811	30437
1816	80852	30392
1817	80897	30347
1818	80945	30304
1819	81021	30271
1820	81072	30229
1821	81114	30184
1822	81158	30139
1823	81201	30094
1824	81248	30050
1825	81289	30004
1826	81325	29957
1827	81369	29912
1828	81408	29866
1829	81451	29821
1830	81495	29776
1831	81534	29729
1832	81579	29685
1833	81616	29638
1834	81662	29594
1835	81703	29548
1836	81741	29501
1837	81778	29454
1838	81817	29408
1839	81854	29360
1840	81893	29314
1841	81933	29268
1842	81973	29222
1843	82017	29177
1844	82091	29143
1845	82135	29099
1846	82177	29053
1847	82216	29007
1848	82255	28960
1849	82301	28916
1850	82344	28871
1851	82387	28826
1852	82428	28781
1853	82468	28734
1854	82509	28689
1855	82551	28644
1856	82601	28601
1857	82643	28556
1858	82683	28509
1859	82723	28464
1860	82765	28418
1861	82803	28372
1862	82845	28326
1863	82886	28280
1864	82929	28235
1865	82971	28190
1866	83011	28144
1867	83056	28100
1868	83125	28064
1869	83180	28023
1870	83222	27977
1871	83262	27932
1872	83308	27887
1873	83350	27842
1874	83390	27796
1875	83426	27749
1876	83464	27703
1877	83508	27658
1878	83547	27612
1879	83594	27568
1880	83636	27523
1881	83677	27477
1882	83718	27431
1883	83759	27386
1884	83797	27339
1885	83834	27292
1886	83876	27247
1887	83915	27201
1888	83954	27155
1889	83992	27108
1890	84030	27062
1891	84074	27017
1892	84114	26971
1893	84188	26936
1894	84222	26889
1895	84263	26843
1896	84304	26797
1897	84347	26753
1898	84388	26707
1899	84426	26661
1900	84473	26617
1901	84515	26572
1902	84554	26526
1903	84605	26483
1904	84650	26439
1905	84690	26393
1906	84730	26347
1907	84770	26301
1908	84813	26256
1909	84850	26210
1910	84886	26163
1911	84925	26117
1912	84963	26070
1913	85006	26025
1914	85048	25980
1915	85087	25934
1916	85130	25889
1917	85174	25845
1918	85245	25809
1919	85284	25762
1920	85321	25716
1921	85363	25671
1922	85407	25626
1923	85445	25580
1924	85485	25534
1925	85530	25490
1926	85573	25445
1927	85611	25399
1928	85654	25354
1929	85697	25309
1930	85742	25265
1931	85785	25220
1932	85828	25175
1933	85870	25130
1934	85909	25084
1935	85950	25039
1936	85987	24992
1937	86029	24947
1938	86068	24901
1939	86110	24856
1940	86152	24811
1941	86192	24765
1942	86235	24721
1943	86309	24685
1944	86347	24639
1945	86386	24593
1946	86423	24546
1947	86460	24500
1948	86501	24454
1949	86543	24409
1950	86586	24364
1951	86635	24321
1952	86673	24275
1953	86719	24231
1954	86758	24185
1955	86802	24141
1956	86840	24095
1957	86882	24050
1958	86921	24004
1959	86963	23959
1960	87007	23914
1961	87049	23869
1962	87089	23824
1963	87132	23779
1964	87172	23734
1965	87215	23689
1966	87254	23643
1967	87313	23603
1968	87370	23562
1969	87407	23515
1970	87447	23470
1971	87485	23424
1972	87526	23378
1973	87569	23334
1974	87613	23289
1975	87656	23244
1976	87695	23199
1977	87735	23153
1978	87777	23108
1979	87818	23063
1980	87862	23018
1981	87900	22973
1982	87947	22929
1983	87986	22883
1984	88026	22838
1985	88064	22792
1986	88103	22746
1987	88137	22699
1988	88190	22657
1989	88228	22611
1990	88268	22565
1991	88307	22520
1992	88439	22498
1993	88496	22456
1994	88538	22411
1995	88580	22367
1996	88626	22323
1997	88666	22277
1998	88705	22231
1999	88743	22185
2000	88785	22140
2001	88825	22095
2002	88865	22050
2003	88909	22005
2004	88949	21960
2005	88992	21915
2006	89035	21870
2007	89080	21826
2008	89123	21781
2009	89164	21736
2010	89205	21691
2011	89245	21645
2012	89301	21604
2013	89341	21559
2014	89381	21513
2015	89422	21468
2016	89464	21423
2017	89545	21387
2018	89592	21344
2019	89634	21299
2020	89675	21254
2021	89719	21209
2022	89762	21165
2023	89801	21119
2024	89847	21075
2025	89886	21029
2026	89928	20984
2027	89972	20940
2028	90025	20897
2029	90072	20854
2030	90113	20808
2031	90156	20764
2032	90198	20719
2033	90237	20673
2034	90278	20628
2035	90315	20582
2036	90357	20537
2037	90395	20492
2038	90438	20447
2039	90477	20401
2040	90533	20360
2041	90599	20320
2042	90640	20275
2043	90688	20231
2044	90729	20186
2045	90773	20142
2046	90813	20097
2047	90853	20051
2048	90893	20006
2049	90933	19960
2050	90969	19914
2051	91011	19869
2052	91049	19824
2053	91110	19783
2054	91150	19738
2055	91189	19692
2056	91230	19647
2057	91267	19601
2058	91305	19555
2059	91345	19510
2060	91385	19465
2061	91425	19420
2062	91463	19374
2063	91502	19329
2064	91542	19283
2065	91617	19245
2066	91662	19201
2067	91701	19156
2068	91739	19110
2069	91778	19065
2070	91819	19020
2071	91860	18975
2072	91904	18930
2073	91945	18885
2074	91985	18840
2075	92025	18795
2076	92067	18750
2077	92107	18705
2078	92147	18660
2079	92190	18615
2080	92232	18570
2081	92273	18525
2082	92311	18480
2083	92353	18435
2084	92392	18389
2085	92436	18345
2086	92474	18299
2087	92514	18254
2088	92556	18210
2089	92602	18166
2090	92673	18126
2091	92714	18082
2092	92751	18036
2093	92791	17991
2094	92830	17945
2095	92868	17900
2096	92909	17855
2097	92951	17810
2098	92990	17765
2099	93029	17719
2100	93068	17674
2101	93107	17629
2102	93150	17584
2103	93190	17539
2104	93233	17495
2105	93273	17450
2106	93312	17404
2107	93353	17359
2108	93396	17315
2109	93435	17270
2110	93475	17225
2111	93518	17180
2112	93561	17136
2113	93606	17091
2114	93644	17046
2115	93683	17001
2116	93760	16962
2117	93797	16917
2118	93837	16872
2119	93875	16826
2120	93912	16781
2121	93948	16735
2122	93987	16690
2123	94029	16645
2124	94068	16600
2125	94106	16555
2126	94147	16510
2127	94193	16466
2128	94233	16421
2129	94273	16376
2130	94312	16331
2131	94362	16287
2132	94400	16242
2133	94442	16197
2134	94481	16152
2135	94527	16108
2136	94572	16064
2137	94614	16019
2138	94655	15975
2139	94698	15930
2140	94759	15889
2141	94816	15846
2142	94853	15801
2143	94888	15755
2144	94931	15711
2145	94968	15665
2146	95007	15620
2147	95042	15574
2148	95082	15530
2149	95121	15484
2150	95163	15440
2151	95206	15395
2152	95248	15351
2153	95287	15306
2154	95329	15261
2155	95367	15216
2156	95408	15171
2157	95447	15126
2158	95486	15081
2159	95524	15036
2160	95563	14991
2161	95607	14946
2162	95646	14901
2163	95687	14857
2164	95757	14816
2165	95827	14776
2166	95870	14732
2167	95909	14687
2168	95952	14642
2169	95991	14597
2170	96031	14552
2171	96072	14508
2172	96113	14463
2173	96152	14418
2174	96192	14373
2175	96235	14329
2176	96273	14284
2177	96326	14241
2178	96365	14196
2179	96402	14150
2180	96441	14105
2181	96477	14060
2182	96514	14015
2183	96556	13970
2184	96602	13926
2185	96645	13882
2186	96685	13837
2187	96725	13792
2188	96765	13747
2189	96805	13703
2190	96955	13673
2191	97012	13631
2192	97060	13587
2193	97099	13542
2194	97138	13497
2195	97178	13452
2196	97217	13407
2197	97259	13363
2198	97301	13318
2199	97340	13273
2200	97380	13228
2201	97423	13184
2202	97465	13139
2203	97506	13095
2204	97544	13050
2205	97588	13005
2206	97632	12961
2207	97677	12917
2208	97716	12872
2209	97756	12827
2210	97792	12782
2211	97830	12737
2212	97867	12692
2213	97907	12647
2214	97944	12602
2215	98014	12561
2216	98056	12516
2217	98096	12472
2218	98138	12427
2219	98176	12382
2220	98215	12337
2221	98255	12293
2222	98297	12248
2223	98336	12203
2224	98376	12158
2225	98414	12113
2226	98452	12068
2227	98496	12024
2228	98536	11979
2229	98580	11935
2230	98625	11891
2231	98663	11846
2232	98702	11801
2233	98744	11757
2234	98780	11712
2235	98819	11667
2236	98857	11622
2237	98894	11577
2238	98930	11532
2239	98969	11487
2240	99007	11442
2241	99076	11401
2242	99115	11356
2243	99151	11311
2244	99192	11266
2245	99230	11222
2246	99269	11177
2247	99309	11132
2248	99345	11087
2249	99384	11042
2250	99428	10998
2251	99467	10953
2252	99506	10909
2253	99550	10864
2254	99595	10820
2255	99632	10775
2256	99674	10731
2257	99713	10686
2258	99751	10641
2259	99792	10597
2260	99833	10552
2261	99872	10508
2262	99914	10463
2263	99952	10419
2264	99993	10374
2265	100033	10329
2266	100073	10285
2267	100153	10245
2268	100194	10200
2269	100231	10155
2270	100271	10111
2271	100311	10066
2272	100350	10021
2273	100394	9977
2274	100433	9933
2275	100472	9888
2276	100510	9843
2277	100549	9798
2278	100600	9755
2279	100643	9711
2280	100681	9666
2281	100721	9621
2282	100762	9577
2283	100805	9533
2284	100847	9488
2285	100887	9444
2286	100925	9399
2287	100969	9355
2288	101010	9311
2289	101052	9266
2290	101093	9222
2291	101131	9177
2292	101204	9136
2293	101247	9091
2294	101286	9047
2295	101325	9002
2296	101364	8958
2297	101404	8913
2298	101445	8869
2299	101487	8824
2300	101527	8780
2301	101575	8736
2302	101619	8692
2303	101662	8648
2304	101705	8604
2305	101751	8560
2306	101790	8515
2307	101829	8471
2308	101868	8426
2309	101909	8382
2310	101953	8338
2311	102003	8294
2312	102044	8250
2313	102084	8205
2314	102121	8160
2315	102164	8116
2316	102201	8072
2317	102283	8030
2318	102321	7986
2319	102363	7942
2320	102403	7897
2321	102445	7853
2322	102486	7808
2323	102528	7764
2324	102573	7720
2325	102615	7676
2326	102656	7631
2327	102701	7587
2328	102753	7544
2329	102793	7499
2330	102832	7455
2331	102874	7411
2332	102914	7366
2333	102954	7322
2334	102994	7277
2335	103033	7233
2336	103072	7189
2337	103114	7144
2338	103157	7100
2339	103199	7056
2340	103236	7011
2341	103317	6970
2342	103362	6926
2343	103403	6881
2344	103444	6837
2345	103483	6793
2346	103525	6748
2347	103567	6704
2348	103613	6660
2349	103653	6616
2350	103694	6571
2351	103735	6527
2352	103777	6483
2353	103817	6438
2354	103861	6394
2355	103900	6350
2356	103944	6306
2357	103983	6261
2358	104025	6217
2359	104068	6173
2360	104108	6129
2361	104145	6084
2362	104183	6040
2363	104222	5995
2364	104263	5951
2365	104303	5907
2366	104450	5869
2367	104494	5824
2368	104532	5780
2369	104568	5735
2370	104617	5691
2371	104660	5647
2372	104699	5603
2373	104739	5559
2374	104779	5514
2375	104820	5470
2376	104857	5425
2377	104901	5381
2378	104944	5337
2379	104988	5293
2380	105026	5249
2381	105064	5204
2382	105105	5160
2383	105144	5116
2384	105181	5071
2385	105220	5027
2386	105260	4983
2387	105297	4938
2388	105336	4894
2389	105375	4849
2390	105416	4805
2391	105455	4761
2392	105525	4718
2393	105567	4674
2394	105610	4630
2395	105651	4585
2396	105687	4541
2397	105725	4497
2398	105762	4452
2399	105801	4408
2400	105841	4364
2401	105880	4319
2402	105919	4275
2403	105962	4231
2404	106004	4187
2405	106043	4143
2406	106083	4098
2407	106132	4054
2408	106172	4010
2409	106211	3966
2410	106254	3922
2411	106292	3878
2412	106334	3833
2413	106373	3789
2414	106412	3745
2415	106454	3701
2416	106497	3657
2417	106555	3613
2418	106625	3570
2419	106664	3526
2420	106705	3481
2421	106743	3437
2422	106784	3393
2423	106824	3349
2424	106869	3305
2425	106912	3261
2426	106952	3216
2427	106992	3172
2428	107033	3128
2429	107074	3084
2430	107120	3040
2431	107159	2996
2432	107196	2951
2433	107236	2907
2434	107272	2863
2435	107312	2819
2436	107351	2775
2437	107395	2731
2438	107435	2686
2439	107476	2642
2440	107519	2598
2441	107586	2555
2442	107677	2512
2443	107719	2468
2444	107759	2424
2445	107796	2379
2446	107838	2335
2447	107881	2291
2448	107919	2247
2449	107958	2203
2450	107997	2159
2451	108036	2114
2452	108077	2070
2453	108120	2026
2454	108162	1982
2455	108202	1938
2456	108242	1894
2457	108283	1850
2458	108324	1806
2459	108367	1762
2460	108407	1717
2461	108449	1673
2462	108485	1629
2463	108531	1585
2464	108570	1541
2465	108611	1497
2466	108655	1453
2467	108739	1409
2468	108789	1365
2469	108829	1321
2470	108865	1277
2471	108899	1233
2472	108938	1189
2473	108975	1145
2474	109015	1101
2475	109059	1057
2476	109098	1013
2477	109142	968
2478	109187	924
2479	109232	880
2480	109273	836
2481	109313	792
2482	109355	748
2483	109394	704
2484	109435	660
2485	109478	616
2486	109520	572
2487	109564	528
2488	109607	484
2489	109645	440
2490	109687	396
2491	109729	352
2492	109816	308
2493	109852	264
2494	109889	220
2495	109931	176
2496	109972	132
2497	110009	88
2498	110048	44
2499	110088	0
