iter	Logloss	Accuracy	Precision
609	0.3270849666	0.8681185074	0.8643502866
610	0.3269874025	0.8681661869	0.864389507
611	0.3269096199	0.8681781068	0.8644277116
612	0.3268621768	0.8681721468	0.8644086086
613	0.3267919265	0.868255586	0.8644488401
614	0.3266914267	0.8683092254	0.8644634638
615	0.3266240882	0.8683271052	0.8645469913
616	0.3265711584	0.8683807446	0.8646140565
617	0.3264887357	0.8684463039	0.8647018621
618	0.3264294559	0.8685178232	0.8647912994
619	0.3263539995	0.8685237831	0.8647491847
620	0.3262632593	0.8686251021	0.8648292233
621	0.3261488269	0.8686608617	0.8649001858
622	0.3260778597	0.8687323809	0.8649371201
623	0.3260041927	0.8687204611	0.8649251316
624	0.3259465494	0.8687443008	0.8649491087
625	0.3258633282	0.8687741005	0.8649834556
626	0.3258188246	0.8687800604	0.8650025777
627	0.3257439035	0.8688813794	0.8651088625
628	0.3256760405	0.8688754194	0.8651335116
629	0.3256212234	0.8689052191	0.8651415965
630	0.3255747594	0.8688992592	0.8650874522
631	0.3255208908	0.8689648185	0.8651927873
632	0.3254570947	0.8689886582	0.8651817397
633	0.3253979359	0.8690482576	0.8651891451
634	0.3253100964	0.8691257368	0.8652714349
635	0.3252474463	0.8690720974	0.8652131179
636	0.3251696433	0.8691555365	0.86530578
637	0.325093359	0.8692270557	0.8653689409
638	0.3250488128	0.8692389756	0.8654072067
639	0.3249835968	0.8692628154	0.8653961405
640	0.3249314737	0.869387974	0.8654913288
641	0.3248650903	0.8694416135	0.8655759319
642	0.3248121802	0.8695012128	0.8656446277
643	0.3247319678	0.869483333	0.865613501
644	0.3246635837	0.8695310125	0.8656088587
645	0.3245736497	0.8696025318	0.8656194208
646	0.3245153035	0.869578692	0.8655604145
647	0.3244565939	0.8696204116	0.8655716887
648	0.3243539191	0.8697396103	0.8656914894
649	0.3242875345	0.8697813299	0.8657465646
650	0.3242395478	0.8697932498	0.8657585451
651	0.3241828716	0.8698409293	0.8657889377
652	0.3241405429	0.8698588091	0.8658288206
653	0.3240763543	0.8698409293	0.8658415308
654	0.3240202977	0.8698886088	0.8658280922
655	0.323968937	0.8699780078	0.8659924753
656	0.3238875933	0.8700376072	0.8660523856
657	0.3238151172	0.8700852867	0.8661003139
658	0.323764547	0.8700912466	0.8661019183
659	0.3237004896	0.8702342851	0.8662193734
660	0.3236085929	0.8702998444	0.8663423285
661	0.3235296914	0.8702640848	0.8662888229
662	0.3234673313	0.8703058044	0.8663351507
663	0.3234136366	0.8703773236	0.8664070457
664	0.3233671177	0.8704011634	0.8664397925
665	0.3233092976	0.870341564	0.8664062219
666	0.3232589194	0.8704130833	0.8664517753
667	0.3232195279	0.8704250031	0.8664110705
668	0.3231751198	0.8704667227	0.8664310531
669	0.3231370693	0.8704726826	0.8664063155
670	0.3230911604	0.8704190432	0.8663392429
671	0.3230610148	0.8704190432	0.8663304664
672	0.3230218484	0.8705203621	0.8664630129
673	0.3229626422	0.8705263221	0.8664207172
674	0.3228908516	0.8705680416	0.8664494724
675	0.322843319	0.8705859214	0.8665332918
676	0.3227710634	0.8706753205	0.8666099644
677	0.322715178	0.8707706795	0.8666882285
678	0.3226295033	0.8708123991	0.8667345472
679	0.3225540832	0.8708600786	0.8668351943
680	0.3224971183	0.8708839183	0.8669294924
681	0.3224268728	0.8709494776	0.8669910009
682	0.3223691999	0.8710150369	0.8670437117
683	0.3222908168	0.8710567565	0.8670020964
684	0.322219798	0.8711103959	0.867025227
685	0.3221542463	0.8711163559	0.8670707894
686	0.322106577	0.8711521155	0.8670979335
687	0.3220323669	0.8711878751	0.8671514658
688	0.3219621242	0.8711461555	0.8670787513
689	0.3219022789	0.8711282757	0.8671003606
690	0.321806801	0.8711640354	0.8671099131
691	0.321761364	0.8712355546	0.8671993866
692	0.3217082498	0.8712415145	0.8672185748
693	0.3216754752	0.871289194	0.8672576974
694	0.3216275684	0.8712653543	0.8672337367
695	0.3215810079	0.8712772742	0.867245717
696	0.3215276947	0.871289194	0.8671961094
697	0.3214449583	0.871289194	0.8671961094
698	0.3213747467	0.8713666732	0.8672783681
699	0.3213260914	0.8713309136	0.8672600295
700	0.3212543728	0.8713785931	0.8672991459
701	0.3212196836	0.8713964729	0.8673215141
702	0.3211881478	0.8714203127	0.8673718763
703	0.3211419158	0.871479912	0.8674669925
704	0.3210821742	0.8715693111	0.8675876778
705	0.3209931218	0.8715931508	0.8675940237
706	0.3209413649	0.8716348704	0.8676579837
707	0.3208926166	0.8716527502	0.8676891738
708	0.320838034	0.87167063	0.8676586874
709	0.3207761323	0.87167659	0.8676602729
710	0.3207191904	0.8716944698	0.8676650294
711	0.3206651037	0.8717361893	0.8676937453
712	0.3206232422	0.8717481092	0.8677497813
713	0.3205329242	0.8717481092	0.8677409693
714	0.3204744732	0.8718196285	0.8677952294
715	0.3203775102	0.8718434682	0.8678015646
716	0.3203344197	0.8718971076	0.8678422541
717	0.3202802952	0.8719507471	0.8678829406
718	0.3202301739	0.8720163064	0.8679356029
719	0.3201859507	0.8720163064	0.8679884989
720	0.3201058129	0.8719984266	0.8679308569
721	0.3200498495	0.8720043865	0.8679677017
722	0.3199906091	0.8721712648	0.8681530646
723	0.3199386526	0.8722725837	0.8682681363
724	0.3198241207	0.8723321831	0.8683368678
725	0.3197715099	0.8723798626	0.8683583127
726	0.3197358867	0.8723739026	0.8683832163
727	0.3196629384	0.8725050212	0.8685415069
728	0.3195887882	0.8724811815	0.8684645613
729	0.319489328	0.872528861	0.8685301447
730	0.3194260045	0.8726123001	0.8686316798
731	0.3193868169	0.8726063402	0.8686212722
732	0.3193398819	0.8726003802	0.868602032
733	0.3192879295	0.8726420998	0.8686483831
734	0.3192475204	0.8726301799	0.8686894106
735	0.3191523487	0.8726480597	0.8687294777
736	0.3190868083	0.8726897793	0.8687758404
737	0.3190175538	0.8727493787	0.8688092414
738	0.318947513	0.8727970582	0.8688041408
739	0.3188829924	0.8727851383	0.8687568137
740	0.3188284108	0.8727970582	0.86877763
741	0.3187424791	0.8728447377	0.8688167148
742	0.3186873583	0.872808978	0.8688603166
743	0.3186164611	0.8729162569	0.8688709194
744	0.3185303667	0.8729758563	0.8689219785
745	0.3184489875	0.8729579765	0.8689172677
746	0.3183905129	0.8729222169	0.8688901668
747	0.3183497603	0.8729222169	0.8688990056
748	0.3183008264	0.8729698964	0.8689734496
749	0.3182615493	0.8729698964	0.8689822913
750	0.3181714409	0.873101015	0.8690963985
751	0.3181136944	0.8731129349	0.8690995352
752	0.3180645999	0.8731367746	0.8690969643
753	0.3180085506	0.873196374	0.8691745537
754	0.3179515961	0.873196374	0.8692187874
755	0.3179303423	0.873190414	0.8691906787
756	0.3178770852	0.8732559733	0.869305246
757	0.3178143705	0.873190414	0.8692172204
758	0.3177788447	0.8731606144	0.8691916892
759	0.3177285756	0.8731725342	0.8692125192
760	0.3176695193	0.8732321336	0.8692281887
761	0.3176339033	0.8732142538	0.8692057939
762	0.3175937971	0.8732082938	0.8692042269
763	0.317551746	0.8732678932	0.8692818289
764	0.3174849922	0.8733036528	0.8692646812
765	0.3174251123	0.8733334525	0.8692548183
766	0.3173881525	0.8733692122	0.8692996011
767	0.3173260767	0.873381132	0.8693646743
768	0.317289678	0.8733692122	0.8693880974
769	0.3172374846	0.8733632522	0.8693511286
770	0.3172006546	0.8733394125	0.8692917725
771	0.3171549583	0.8734228516	0.8693667793
772	0.3170883782	0.8734884109	0.8693839907
773	0.3170292235	0.8735062907	0.8693886839
774	0.3169575959	0.8735062907	0.8694417825
775	0.3169064064	0.8735182106	0.8694803172
776	0.3168317765	0.8736314494	0.8696428357
777	0.3167843202	0.8736254895	0.8696324164
778	0.3167498547	0.8736612491	0.8696860772
779	0.3167152707	0.873667209	0.8697230777
780	0.3166751891	0.873673169	0.8697423607
781	0.3166089397	0.8737148885	0.8697178458
782	0.3165761988	0.8736970087	0.8696600139
783	0.3165499418	0.873673169	0.8696626252
784	0.3164835428	0.8737744879	0.8697954733
785	0.3164451641	0.8737744879	0.8697423119
786	0.3163745791	0.8737804478	0.8697881721
787	0.3163247761	0.8738221674	0.8698345375
788	0.3162836238	0.8738221674	0.8698079527
789	0.3162398567	0.8738400472	0.8698126318
790	0.3161980744	0.873857927	0.8697995903
791	0.3161420498	0.8739354062	0.8699084723
792	0.316084745	0.8739711658	0.8699355488
793	0.3160319738	0.8739652059	0.8699251273
794	0.3159806495	0.8740009655	0.8699610662
795	0.3159150357	0.8740248053	0.8699672972
796	0.3158679187	0.8740188453	0.8699568759
797	0.315825975	0.8740724848	0.8700063488
798	0.3157422728	0.8740307652	0.8699334036
799	0.3157142905	0.8740546049	0.8699662219
800	0.3156497283	0.8741380441	0.8700766651
801	0.3156004415	0.8741916835	0.8701084027
802	0.3155419923	0.8742334031	0.8701458927
803	0.3154909296	0.874239363	0.8701474481
804	0.3154349948	0.8742810826	0.8701849368
805	0.3153638358	0.8743228021	0.8702490327
806	0.3153380603	0.8743526018	0.8702834144
807	0.3152905931	0.8743585617	0.8703027109
808	0.3152535649	0.8743287621	0.8702949421
809	0.315206676	0.8743287621	0.8703126872
810	0.3151417337	0.8744062412	0.8703949969
811	0.315096747	0.8743943214	0.8703652678
812	0.3150480957	0.8743645217	0.8703042645
813	0.3149978522	0.8744181611	0.8703271168
814	0.314937779	0.8744718006	0.8703588368
815	0.3149038677	0.8744479608	0.8703260114
816	0.3148516661	0.8744956403	0.8703916637
817	0.314806247	0.8745016002	0.8703843436
818	0.3147661944	0.8745552397	0.8704693002
819	0.3146644401	0.8745790794	0.8705110084
820	0.3146154983	0.8746088791	0.8705720276
821	0.314559824	0.8746625186	0.8706126165
822	0.3145159587	0.8746863583	0.8706720978
823	0.3144113067	0.8747042381	0.8706501036
824	0.314334359	0.8747519176	0.8706713781
825	0.3142868239	0.874805557	0.8707386023
826	0.3142226477	0.8748472766	0.8707760861
827	0.3141634465	0.8748830362	0.8708475591
828	0.3141018699	0.8749724353	0.870950738
829	0.3140417064	0.8750379946	0.8709410821
830	0.3139539659	0.8751333536	0.8710369031
831	0.3139109902	0.8751691132	0.8710817253
832	0.3138478707	0.875192953	0.8711056811
833	0.3138000621	0.8752048728	0.871099879
834	0.3137581885	0.8752406325	0.8711447017
835	0.3137213359	0.8752763921	0.8711806346
836	0.3136738494	0.8752585123	0.8711404412
837	0.313635168	0.8752525523	0.8711477884
838	0.3135981574	0.8753598312	0.8712466913
839	0.3135384805	0.8754134707	0.871296141
840	0.3134705145	0.8754492303	0.8713765512
841	0.3134215465	0.8754492303	0.8713320718
842	0.3133776029	0.8754849899	0.8713857947
843	0.3133008024	0.8755624691	0.8715303983
844	0.3132634228	0.8756161085	0.8715976615
845	0.3132233139	0.8756399483	0.8716394307
846	0.3131708077	0.875663788	0.8716812039
847	0.31311895	0.875759147	0.8717325155
848	0.3130891586	0.8757353073	0.871708556
849	0.3130476974	0.8757829868	0.871801016
850	0.3130098277	0.875765107	0.8717607735
851	0.3129757192	0.8757531871	0.8717666088
852	0.3129299304	0.8757889467	0.8718203712
853	0.3128907916	0.8758425861	0.8718609221
854	0.31283935	0.8757233874	0.8717411099
855	0.3127871714	0.8757710669	0.871851408
856	0.3127407405	0.8757829868	0.8718455676
857	0.3126818511	0.8758187464	0.8719082542
858	0.3126507648	0.8758664259	0.8719651032
859	0.3125948724	0.8759617849	0.8720431396
860	0.3125623384	0.8759677448	0.8720625067
861	0.312515285	0.8759856246	0.8720671061
862	0.3124277761	0.8759737048	0.8720283742
863	0.3123789532	0.8759915846	0.8720508058
864	0.3123372762	0.8760035044	0.8720271258
865	0.3122664006	0.876045224	0.8720378579
866	0.3121945745	0.8760809836	0.8720292286
867	0.3121367632	0.8760571439	0.8720052707
868	0.3120561078	0.8760631038	0.8720246295
869	0.3120212723	0.8760392641	0.8720274107
870	0.3119522295	0.8760690638	0.8720261626
871	0.3118794392	0.8760213843	0.8719515117
872	0.3118428918	0.8760809836	0.8720114034
873	0.3117992652	0.8761167433	0.8720295132
874	0.3117490138	0.8761882625	0.8721102939
875	0.3116979713	0.8761942224	0.8720939982
876	0.3116433235	0.8762538218	0.8721717154
877	0.3115999812	0.8763253411	0.8722257489
878	0.3115431967	0.8763432209	0.8722660087
879	0.3114757683	0.8762836215	0.8722150352
880	0.3114287211	0.8763670606	0.8722721284
881	0.3113714203	0.8763730206	0.8723271721
882	0.311311264	0.8764564597	0.8724021035
883	0.3112676474	0.8764922193	0.8723845113
884	0.3112039547	0.8765398988	0.872468108
885	0.3111641652	0.8765935382	0.8724997006
886	0.3111102094	0.8766829373	0.8725939944
887	0.3110647904	0.8766710174	0.8725820168
888	0.3110133341	0.8767365767	0.8726702123
889	0.3109856574	0.8767544565	0.8727194317
890	0.3109028519	0.8767961761	0.8727211748
891	0.3108404442	0.8768557755	0.8728078582
892	0.3107478391	0.8768855752	0.8727976141
893	0.3107026309	0.8769511345	0.8728768895
894	0.310671578	0.8769511345	0.8728947558
895	0.3106355885	0.8769690143	0.8728903901
896	0.3105765873	0.8770405335	0.8729533232
897	0.3105485175	0.8770226537	0.8729130237
898	0.3105096292	0.8770405335	0.8729175899
899	0.3104452857	0.8771001329	0.8730042759
900	0.3103850384	0.8771001329	0.8730132113
901	0.3103450595	0.8771120528	0.8730251889
902	0.31028995	0.8771180127	0.8729909698
903	0.310265115	0.8771239727	0.8730014252
904	0.3102072224	0.8771954919	0.8731179705
905	0.3101570724	0.8772312515	0.8730913402
906	0.3101277524	0.8772252916	0.8730808843
907	0.3100691909	0.8771954919	0.8731000946
908	0.3100213882	0.8772014518	0.8731016145
909	0.3099587006	0.8772550913	0.873115292
910	0.3098589194	0.8772312515	0.8731449652
911	0.309816161	0.8772610512	0.8731525619
912	0.3097552201	0.8773325705	0.8732154834
913	0.3096956611	0.8773146906	0.8731751716
914	0.3096390609	0.8773206506	0.8732213865
915	0.3095968618	0.877284891	0.8732033346
916	0.3095257935	0.8773206506	0.8732750359
917	0.3094759304	0.8773385304	0.8732527638
918	0.3094328043	0.8773564102	0.8732483771
919	0.3094053999	0.8773266105	0.8732318453
920	0.309332316	0.8773981298	0.8732858255
921	0.3092825032	0.877475609	0.8733502599
922	0.3092342672	0.877475609	0.8733323753
923	0.3091781096	0.8774934888	0.8733458678
924	0.3091152442	0.8774934888	0.8733369259
925	0.309063778	0.8774875288	0.8733264676
926	0.3089964516	0.8775769279	0.8734565314
927	0.3089533034	0.8776484471	0.8735194433
928	0.308910712	0.8776901667	0.8735389921
929	0.3088739028	0.8777080465	0.8735614289
930	0.3088502677	0.8777020866	0.8735241288
931	0.3087982032	0.8777378462	0.8735242702
932	0.3087318002	0.8778034055	0.8735767053
933	0.308679287	0.8778272453	0.8736185447
934	0.3086100278	0.8778570449	0.8736171639
935	0.3085762352	0.8778749248	0.8736127572
936	0.3085460996	0.8778808847	0.8736142703
937	0.3085169732	0.8779106844	0.8736576197
938	0.3084621328	0.8778570449	0.873581382
939	0.3084081222	0.8779106844	0.8736665669
940	0.3083767756	0.8779345241	0.87369946
941	0.3083279745	0.8779047244	0.8736471602
942	0.3082835607	0.8779047244	0.8736561071
943	0.3082514524	0.8779226043	0.8736248608
944	0.3082012476	0.8779643238	0.8737249174
945	0.3081563632	0.8779524039	0.8737129448
946	0.3080921615	0.8779583639	0.8737592049
947	0.3080531299	0.8779762437	0.8737816414
948	0.3080151179	0.8779822036	0.8737563008
949	0.3079789952	0.8780477629	0.8738176768
950	0.3079197164	0.8780656427	0.8738490643
951	0.3078739535	0.8781252421	0.8739357944
952	0.3078076041	0.8780894825	0.8738819642
953	0.3077810636	0.8781133222	0.8738880042
954	0.307737083	0.8781729216	0.8739568242
955	0.3076993813	0.8782146412	0.8739942529
956	0.3076596775	0.8782563607	0.8740227243
957	0.3076234498	0.8782921204	0.8740496857
958	0.3075578181	0.8783159601	0.8740915458
959	0.3074966007	0.8784291989	0.8742276929
960	0.3074650721	0.8784589986	0.874244184
961	0.3074259945	0.8785066781	0.8743010405
962	0.3073869953	0.8785662775	0.8743609086
963	0.3073510216	0.8785841573	0.8744281848
964	0.3073179996	0.8786258769	0.8744476776
965	0.3072854025	0.8786795163	0.8744970783
966	0.3072058926	0.8786377967	0.874459652
967	0.3071612727	0.8786914362	0.8745180218
968	0.3071210643	0.8787152759	0.8745957987
969	0.307077322	0.8787271958	0.8746257216
970	0.3070347487	0.8787569955	0.8746332291
971	0.3070005391	0.8787569955	0.8745973391
972	0.3069588759	0.8787689154	0.8746093142
973	0.3069237782	0.8787808352	0.8746302617
974	0.306875116	0.8787927551	0.8746332643
975	0.3068478377	0.8788285147	0.8746691894
976	0.306806372	0.8788404346	0.874663218
977	0.3067693095	0.878894074	0.8747126162
978	0.3067073336	0.8788642743	0.8746692211
979	0.3066735117	0.8789059939	0.8747156165
980	0.3066277092	0.8789298337	0.8747395646
981	0.3065914065	0.878989433	0.8747994348
982	0.3065472486	0.8789596333	0.8747560377
983	0.3064752489	0.8789834731	0.8748069117
984	0.3064062388	0.8790073128	0.8748308606
985	0.3063714954	0.8789596333	0.8747739873
986	0.3063430117	0.878989433	0.8747814842
987	0.3062810982	0.8790430725	0.8748757619
988	0.3062328866	0.8790549923	0.8749056943
989	0.3061889617	0.8790967119	0.874934138
990	0.3061279197	0.8790788321	0.8749296449
991	0.3060726263	0.8791443914	0.8750179641
992	0.3060235093	0.8791682312	0.875014969
993	0.3059782389	0.8792397504	0.8750508897
994	0.305934347	0.8792576302	0.8750643597
995	0.3058991046	0.8792516703	0.8750538819
996	0.3058550997	0.8792278305	0.8750029932
997	0.3058105445	0.8792159106	0.8749730623
998	0.3057524974	0.8792576302	0.8750284353
999	0.305721808	0.8792874299	0.8750808209
1000	0.3056899959	0.87928147	0.87503442
1001	0.3056265878	0.8793112696	0.8750329207
1002	0.3055709932	0.8793053097	0.8750044889
1003	0.3055310303	0.8793112696	0.8750329207
1004	0.3054914936	0.8793172296	0.8750613559
1005	0.305454674	0.8792993498	0.8750119709
1006	0.3054090184	0.8793887488	0.8751421696
1007	0.3053725693	0.8793351094	0.8750838042
1008	0.3053285673	0.8793649091	0.8751272074
1009	0.3052667645	0.8794125886	0.875166114
1010	0.3052323073	0.8794185485	0.8751496433
1011	0.3051881521	0.8794900678	0.8752304561
1012	0.3051461612	0.879472188	0.8752259748
1013	0.3051054294	0.8794781479	0.8752813832
1014	0.3050685565	0.8795556271	0.8753367417
1015	0.305029795	0.8796152264	0.8754325674
1016	0.3049811143	0.8796152264	0.8754055963
1017	0.3049302209	0.879561587	0.8753831785
1018	0.30488989	0.8795317873	0.875330771
1019	0.3048699494	0.8795854268	0.8753352169
1020	0.304838431	0.8796450261	0.8754130549
1021	0.3047814981	0.8796807858	0.8754399828
1022	0.3047362778	0.8796867457	0.8754774363
1023	0.3047098651	0.8796509861	0.875423536
1024	0.3046745761	0.8796807858	0.8754399828
1025	0.3046274746	0.8797999845	0.87559568
1026	0.3045762537	0.8798238243	0.8755836506
1027	0.3045349342	0.879847664	0.8755986017
1028	0.3044991506	0.8798715038	0.875613552
1029	0.3044406118	0.8798953435	0.8756285017
1030	0.3044133368	0.8798774637	0.8756510183
1031	0.3043804349	0.8798953435	0.8756464898
1032	0.3043392708	0.8799013034	0.8756389843
1033	0.3043024294	0.8798893836	0.875645001
1034	0.3042763233	0.8799132233	0.8756599504
1035	0.3042238009	0.8799787826	0.8756943114
1036	0.3041872787	0.8799609028	0.8756538706
1037	0.3041588735	0.8799907025	0.8756703055
1038	0.304123701	0.8800026224	0.8757092581
1039	0.3040847832	0.8800562618	0.8757586277
1040	0.3040395029	0.8800205022	0.8757227163
1041	0.3040019546	0.880038382	0.8757181844
1042	0.3039644628	0.8800205022	0.8757137214
1043	0.303930261	0.8800324221	0.875689715
1044	0.3038432432	0.8800741416	0.8757271095
1045	0.3037937641	0.8801516208	0.8758094053
1046	0.3037512281	0.8802410199	0.8758946738
1047	0.3036989449	0.8803304189	0.8759889406
1048	0.3036465912	0.8802648596	0.8759186116
1049	0.303607183	0.880318499	0.8759589721
1050	0.3035552318	0.8803065792	0.8759920041
1051	0.3035208819	0.8803363789	0.8759994255
1052	0.3034619453	0.8803542587	0.8759948775
1053	0.3034209532	0.8803840584	0.8760563043
1054	0.3033762816	0.8803602186	0.8760053619
1055	0.3033257963	0.8804317379	0.8760681715
1056	0.3033012922	0.8804496177	0.8760816229
1057	0.3032449727	0.8804615375	0.8761115965
1058	0.3032058273	0.8804913372	0.8761550247
1059	0.3031641049	0.8805211369	0.8761714402
1060	0.3031072448	0.8804913372	0.8760920035
1061	0.3030742521	0.8804674975	0.8761130793
1062	0.3030520704	0.8804376978	0.876087659
1063	0.3029942815	0.8804794174	0.8761520599
1064	0.302954517	0.8805330568	0.8762014196
1065	0.3029222901	0.8805628565	0.8761998229
1066	0.3028787787	0.8805688164	0.8762013045
1067	0.3028463295	0.8805688164	0.8762283211
1068	0.3028072999	0.8806164959	0.8762671901
1069	0.3027531267	0.8806164959	0.8762671901
1070	0.30271419	0.8805926562	0.8762162356
1071	0.3026820127	0.8806641754	0.8762430146
1072	0.3026463938	0.8806641754	0.8762520194
1073	0.302615231	0.8806820552	0.8762564618
1074	0.3025835249	0.8807297347	0.8762953213
1075	0.3025232456	0.8807297347	0.8763493621
1076	0.3024667378	0.880699935	0.8762969257
1077	0.3024258987	0.8807237748	0.8763208597
1078	0.3023987027	0.8807416546	0.8763523217
1079	0.3023554294	0.8807833742	0.8763716867
1080	0.3023177679	0.8807893341	0.8763731661
1081	0.3022749121	0.8808370136	0.8763850001
1082	0.3022196278	0.8808846931	0.8764238537
1083	0.3021737782	0.8809383325	0.8765272542
1084	0.3021429064	0.8809383325	0.8765182428
1085	0.3020964825	0.880986012	0.8766292054
1086	0.3020657528	0.8810038918	0.8766696989
1087	0.3020248635	0.8810336915	0.8766860959
1088	0.3019905001	0.8810515713	0.8766995404
1089	0.3019601515	0.8810634912	0.8767205266
1090	0.3019282257	0.8810754111	0.8766964264
1091	0.3018902108	0.8811052108	0.8767669272
1092	0.3018452757	0.8811290505	0.8768089054
1093	0.3017873806	0.88118269	0.8768131552
1094	0.3017510872	0.88117673	0.8768116809
1095	0.3017188287	0.8812005698	0.876880723
1096	0.3016772896	0.8811946098	0.8769063181
1097	0.3016192544	0.8812482493	0.8769376249
1098	0.3015720808	0.8813078486	0.8769974744
1099	0.3015371032	0.8813555281	0.8770543805
1100	0.3014872713	0.8813436083	0.8770063077
1101	0.3014558715	0.8813793679	0.8770061156
1102	0.3014167831	0.8813793679	0.8769970919
1103	0.3013800729	0.8813793679	0.8769610014
1104	0.3013500202	0.8813853278	0.8769714956
1105	0.3013053714	0.8813853278	0.8769714956
1106	0.3012646744	0.8813972477	0.8770015079
1107	0.3012224766	0.8814151275	0.8770059235
1108	0.3011831335	0.8814210875	0.8770254422
1109	0.3011495532	0.8814866468	0.8770867489
1110	0.3010936	0.8815402862	0.8771631681
1111	0.3010520203	0.8815283663	0.8771421733
1112	0.3010141359	0.8815462461	0.8771736659
1113	0.3009832273	0.8815283663	0.8771421733
1114	0.3009621312	0.8815283663	0.8771421733
1115	0.3009169582	0.8815164464	0.8771572875
1116	0.3008914117	0.8815343263	0.8771797542
1117	0.3008376585	0.8815998856	0.8772500957
1118	0.3008035947	0.8816177654	0.877254503
1119	0.3007638287	0.8816594849	0.8773009072
1120	0.3007076647	0.8817250443	0.8774525648
1121	0.3006603626	0.881748884	0.8774493961
1122	0.300638268	0.8817786837	0.8774476947
1123	0.3005892253	0.8817727238	0.8774552636
1124	0.3005476071	0.8818204032	0.8775302553
1125	0.3004940665	0.8818800026	0.8775720288
1126	0.3004483438	0.8819157622	0.8776350599
1127	0.3004043577	0.8819694017	0.8776844071
1128	0.3003535248	0.8819515219	0.8776981001
1129	0.3003076811	0.8819813216	0.8777235072
1130	0.3002701607	0.8819932414	0.8776993057
1131	0.3002147958	0.8820051613	0.877711276
1132	0.3001478252	0.8820170812	0.8777503771
1133	0.3000976151	0.8820707206	0.8777545036
1134	0.3000522597	0.8821064802	0.8777723252
1135	0.3000227128	0.88213032	0.8777691341
1136	0.3000064334	0.8821184001	0.8777662083
1137	0.2999731885	0.8821124402	0.8777647453
1138	0.2999435901	0.8821541597	0.8778111573
1139	0.2999183255	0.8821541597	0.8778202013
1140	0.2998718238	0.88213032	0.8778143515
1141	0.2998300068	0.8822375989	0.877913031
1142	0.2997859446	0.8821839594	0.8778636919
1143	0.299753034	0.8821362799	0.8777796395
1144	0.2997140169	0.8821064802	0.8777361562
1145	0.2996661704	0.88213032	0.8777962633
1146	0.2996220449	0.8822137591	0.8778710009
1147	0.2995772309	0.8822077992	0.8778876308
1148	0.2995496882	0.882225679	0.8778920155
1149	0.2995182774	0.8822554787	0.8779626526
1150	0.2994857803	0.8822673985	0.8779293836
1151	0.2994379171	0.8822733585	0.8779398916
1152	0.2993932553	0.8823508377	0.8780222148
1153	0.2993297983	0.8823567976	0.8780327241
1154	0.2992980184	0.8823567976	0.8780417739
1155	0.2992677949	0.8823746774	0.8780280544
1156	0.2992320449	0.8823806374	0.8780114174
1157	0.2991932287	0.8824402367	0.8780441104
1158	0.2991453872	0.8824998361	0.8781039455
1159	0.2991238613	0.8825594355	0.8781366296
1160	0.2990591993	0.8825594355	0.8781004343
1161	0.2990191855	0.8826190348	0.8781874095
1162	0.2989767945	0.8826249948	0.8781979179
1163	0.2989481916	0.8826667143	0.8782533775
1164	0.2989029236	0.8826905541	0.878313527
1165	0.2988372842	0.8827084339	0.8783812898
1166	0.2987827108	0.8827561134	0.8783476534
1167	0.2987444691	0.8828455125	0.8784328742
1168	0.2987097152	0.882791873	0.8784016658
1169	0.2986603587	0.8828455125	0.8784419314
1170	0.2986068604	0.8828633923	0.8784644105
1171	0.298579482	0.8828753122	0.878485436
1172	0.29855794	0.8828753122	0.8784673192
1173	0.298517881	0.8829587513	0.8785692061
1174	0.2984743588	0.8829587513	0.8785782671
1175	0.2984273576	0.8829945109	0.8785960461
1176	0.2983774199	0.8830064308	0.8785898909
1177	0.298349156	0.8830123907	0.8786004045
1178	0.2983038345	0.882988551	0.8785583516
1179	0.2982534575	0.882988551	0.8785492922
1180	0.2982195067	0.8830421904	0.8786257898
1181	0.2981920474	0.8830481503	0.8786272422
1182	0.2981746558	0.8830362305	0.878615276
1183	0.2980953504	0.88308391	0.8786359557
1184	0.2980578604	0.8831673491	0.878728776
1185	0.298001715	0.8831613891	0.8786820129
1186	0.297983334	0.883179269	0.8787316781
1187	0.297951221	0.8831971488	0.8787632221
1188	0.2979000998	0.8832031087	0.8787828022
1189	0.297863261	0.8832329084	0.8787900543
1190	0.2978220176	0.8832448283	0.8787838905
1191	0.2977802135	0.8833044276	0.8788709137
1192	0.2977470852	0.8833997866	0.8789938492
1193	0.2977150253	0.8834295863	0.8790101593
1194	0.2976755358	0.8834713059	0.8790293632
1195	0.2976348786	0.8833997866	0.878912232
1196	0.2975973836	0.8833997866	0.8789847789
1197	0.2975494655	0.8834295863	0.8790192301
1198	0.2974932739	0.8833997866	0.8789938492
1199	0.2974549918	0.8834713059	0.8790384339
1200	0.2973872122	0.8834832258	0.8789959801
1201	0.2973446908	0.8835189854	0.879013734
1202	0.2972972039	0.8835905046	0.8791490176
1203	0.2972544713	0.8835905046	0.8791399445
1204	0.297227783	0.8835905046	0.8791580912
1205	0.2971843257	0.8836739438	0.8792146259
1206	0.2971541872	0.8836918236	0.8792552619
1207	0.297109301	0.8837156633	0.8792973471
1208	0.2970718619	0.8837037434	0.8792400005
1209	0.2970321544	0.8837812226	0.8792950804
1210	0.2970004878	0.8837991024	0.8793175646
1211	0.2969663335	0.8838467819	0.8793563438
1212	0.296932828	0.8838944614	0.8794223568
1213	0.2968924803	0.8839183012	0.8794190484
